Iteration,Rank,CNB_alpha,ElasticNet_alpha,ElasticNet_l1_ratio,FeatPreProcess,Featsel_Variance,FeatureScaling,Imputation,ImputationMethod,ImputationNeighbours,LDA_shrinkage,LDA_solver,LRC,LRpenalty,PCAType,QDA_reg_param,RFmax_depth,RFmin_samples_split,RFn_estimators,ReliefDistanceP,ReliefNN,ReliefNumFeatures,ReliefSampleSize,ReliefUse,Resampling_Method,Resampling_Use,Resampling_k_neighbors,Resampling_n_cores,Resampling_n_neighbors,Resampling_sampling_strategy,Resampling_threshold_cleaning,SGD_alpha,SGD_l1_ratio,SGD_loss,SGD_penalty,SVMC,SVMKernel,SVMcoef0,SVMdegree,SVMgamma,SelectFromModel,SelectGroups,StatisticalTestMetric,StatisticalTestThreshold,StatisticalTestUse,UsePCA,classifiers,coliage_features,fractal_features,histogram_features,location_features,log_features,max_iter,orientation_features,original_features,patient_features,phase_features,random_seed,rgrd_features,semantic_features,shape_features,texture_gabor_features,texture_glcm_features,texture_glcmms_features,texture_gldm_features,texture_gldzm_features,texture_glrlm_features,texture_glszm_features,texture_lbp_features,texture_ngldm_features,texture_ngtdm_features,toolbox,vessel_features,wavelet_features,Number
22,37,0.9520029291594061,0.04133233220995358,0.6911195993820191,False,True,robust_z_score,True,median,9,0.48580774057294807,svd,0.23893371365440863,l2,50,0.024071527507432196,5,4,19,1,4,46,0.9641663096076916,False,NearMiss,False,8,1,5,not majority,0.2610261359193833,0.001936108704399205,0.4214121866636852,modified_huber,l1,22905.337599583414,linear,0.028789435542358244,5.641270541566806,0.008480967556039028,False,True,MannWhitneyU,0.0016912262740072282,False,False,SVM,False,True,False,True,True,100000,True,True,False,False,2926489025,False,False,False,False,True,False,True,False,False,True,True,True,True,PyRadiomics,True,False,11680
22,38,0.5430416527596061,6.264314167809088e-05,0.4092379473370704,False,True,robust_z_score,True,knn,7,5.397565308492043e-05,lsqr,0.48593126438942147,l2,50,0.3404164400982931,8,3,74,3,5,39,0.9339106673413551,True,SMOTETomek,False,9,1,9,majority,0.37991189913925355,7.444149445275866e-05,0.5162204624333964,hinge,none,3.948599125853577,linear,0.7837113120606753,1.0539389707738287,0.5838559981067233,False,True,MannWhitneyU,0.21714027475260483,False,False,LR,False,True,False,False,False,100000,True,True,False,True,2358494825,True,False,False,True,True,True,True,False,False,False,False,True,True,All,False,True,15990
22,39,0.680379560047164,0.5237388503315759,0.20016992149186763,False,True,robust_z_score,True,constant,6,0.001988266490832388,lsqr,0.08522151015981404,l2,10,0.6149419330645299,8,2,27,1,5,50,0.9764175077713393,False,ADASYN,False,5,1,14,auto,0.6064296071000719,0.00823622763137311,0.6092306136258294,modified_huber,l2,20.638001866387686,rbf,0.4160416678062123,1.3175469273035914,0.02382332799995937,False,True,MannWhitneyU,0.022484100131721165,False,False,GaussianNB,False,False,True,True,True,100000,False,True,False,True,4080085280,True,False,True,False,True,False,False,True,True,False,False,True,False,PREDICT,True,False,405
22,40,0.41909820858892444,4.49552870518197e-05,0.4288001305360011,False,True,robust_z_score,True,median,9,0.005623417552619041,svd,0.5123974824525058,l2,100,0.5508036315877138,8,3,25,2,3,32,0.8120598143569018,True,NearMiss,False,6,1,5,not majority,0.3182922665166474,0.00023890542055826443,0.4741339896996425,hinge,none,231698.80040572397,poly,0.205219912496292,4.555136112095503,0.007341164715825586,False,True,MannWhitneyU,0.0022016564820212824,False,False,LR,False,True,False,True,False,100000,True,True,False,True,3157208787,True,False,True,True,True,True,False,False,True,True,False,True,False,All,False,True,6170
22,41,0.17246690813039822,0.0007594099632211124,0.6317429888914959,False,True,robust_z_score,True,knn,8,0.0012861097707828617,eigen,0.2787336749780782,l2,10,0.0050695408309631386,7,3,59,3,2,52,0.8145207494322714,False,NearMiss,False,18,1,8,majority,0.68192392708372,0.031279629519259736,0.6049435989213473,modified_huber,l1,520.4029700865734,poly,0.07956922480702233,2.6026563738193182,0.007465080156139304,False,True,MannWhitneyU,0.13409626225793692,False,False,SVM,False,True,False,False,True,100000,True,True,False,False,2373973172,False,False,True,True,False,True,True,True,True,False,False,False,True,PyRadiomics,True,True,12965
22,42,0.9587214313226154,0.6692393608875441,0.17591528903192377,False,True,robust_z_score,True,most_frequent,7,0.13749361341778016,svd,0.1173789495375248,l2,10,0.7763575860531877,5,3,96,1,5,24,0.9924903524360522,False,NearMiss,False,12,1,3,all,0.4136774058530915,0.005356466158435962,0.9216671204062723,modified_huber,l2,10.555511778972269,rbf,0.2876135405313406,5.4323705520987895,9.929823995431531e-05,False,True,MannWhitneyU,0.01061159906298375,False,True,SVM,False,False,True,True,False,100000,True,True,False,True,1655014416,False,False,False,True,False,True,True,True,True,False,False,True,True,All,True,True,19655
22,43,0.8885505041206923,0.09163873161536712,0.33875931562996264,False,True,robust_z_score,True,mean,6,7.80115718252622e-05,svd,0.032342839968930275,l2,100,0.0028315563652211396,5,2,70,3,3,21,0.9618376514604893,False,SMOTE,False,6,1,13,not majority,0.6350722416730519,0.17044199521407033,0.684880567977731,squared_hinge,l2,84.92422295756859,poly,0.3451958923659064,4.641572779493562,0.31766852800206075,False,True,MannWhitneyU,0.0022114626321108116,False,False,SVM,False,True,True,False,True,100000,True,True,False,False,2253643177,True,False,True,False,False,False,True,False,False,False,True,True,False,PREDICT,False,False,22590
22,44,0.6079325037686149,0.14708734942992868,0.12110279363968468,False,True,robust_z_score,True,knn,5,2.655959702154863e-05,eigen,0.6227755576439251,l2,10,0.0006594047633271436,5,4,80,2,3,29,0.938467770699069,False,SMOTEENN,False,19,1,14,not minority,0.4768044031087583,0.0007725434707989239,0.6257433602531287,hinge,l1,1.5648852455950872,linear,0.868564282206439,6.793513308702454,0.011854011474003532,False,True,MannWhitneyU,0.0037150190812290022,False,True,SVM,False,False,True,False,False,100000,False,True,False,False,1946531602,False,False,False,True,True,True,True,False,False,False,True,True,False,All,False,False,5490
22,45,0.29596372740572074,0.00010184984676157173,0.22247516106871734,False,True,robust_z_score,True,median,6,0.06055265351780338,svd,0.43874489328802235,l2,100,1.155507236748556e-05,6,4,27,1,5,47,0.775659876972074,False,RandomUnderSampling,False,5,1,9,auto,0.43163991874903695,0.0849501536630796,0.6016069018443018,squared_hinge,l2,4249.571924366386,rbf,0.6983625344180363,3.4206719871588662,8.126304244228333e-05,False,True,MannWhitneyU,0.001082661633532536,False,False,SVM,False,True,False,False,True,100000,False,True,False,False,1686030926,True,False,True,False,False,True,True,False,True,False,True,False,True,PREDICT,True,True,23545
22,46,0.4489547181669895,0.044322457544409166,0.16364310871742382,False,True,robust_z_score,True,knn,5,2.8325719246332357e-05,svd,0.2885210704225384,l2,10,0.0003463051023473182,8,3,82,1,4,40,0.7986801594140451,True,BorderlineSMOTE,False,10,1,4,not minority,0.47834810343893436,0.0004178900025864461,0.6925014411128058,squared_hinge,none,21669.593026379884,linear,0.5216728451651332,2.4603146600291295,0.36272046697488214,False,True,MannWhitneyU,0.1439779135339277,False,False,SVM,False,True,True,False,True,100000,False,True,False,True,2525636876,True,False,True,True,True,True,False,True,False,True,True,False,False,PyRadiomics,False,False,655
22,47,0.8344565481609133,0.02017410145459059,0.3045054837386404,False,True,robust_z_score,True,constant,9,0.0793399417069702,lsqr,0.7579184024291643,l2,10,1.619386887199117e-05,6,3,38,1,5,22,0.9266877293784446,False,RandomUnderSampling,False,7,1,7,all,0.4707884932301541,0.0007703830879027687,0.6024140684921708,modified_huber,none,23.719906553985012,poly,0.20099600160436326,6.041343096709959,0.01141105495064703,False,True,MannWhitneyU,0.0018052106499037298,False,False,SVM,False,False,True,True,True,100000,False,True,False,False,1761422376,False,False,True,False,False,False,True,False,False,True,False,False,True,PREDICT,True,False,20765
22,48,0.5905458364252706,0.0003105006586780568,0.8452278574519168,False,True,robust_z_score,True,knn,5,0.00015161748650037698,svd,0.15494241398719533,l2,100,0.000578771690363359,5,3,93,2,3,41,0.931203170437791,True,ADASYN,False,8,1,14,all,0.40754948172464023,0.7171417481220858,0.6091994033461817,modified_huber,l2,4.9218528570552875,linear,0.8223285003669784,5.691313811832816,0.10939376307065539,False,True,MannWhitneyU,0.03626212696775961,True,False,GaussianNB,False,False,False,True,False,100000,True,True,False,True,1589738428,True,False,True,True,False,False,True,True,True,True,False,False,False,PREDICT,False,True,22540
22,49,0.6559195660747922,0.0001746856934941826,0.468230928438637,False,True,robust_z_score,True,mean,7,0.06741002377797559,eigen,0.36213224453610593,l2,95variance,0.6145392770374591,5,4,80,2,2,53,0.9153059292718828,False,ADASYN,False,6,1,3,all,0.295289523668602,0.45261066274334455,0.6566508577278466,squared_hinge,none,40.27512213839868,rbf,0.79145912918876,6.846730289700046,0.00010745127634772614,False,True,MannWhitneyU,0.02150336161664832,False,False,LDA,False,True,True,True,True,100000,False,True,False,True,485797880,True,False,False,False,True,False,False,False,True,False,True,True,False,PREDICT,True,False,2145
22,50,0.7444994114556511,1.0019189379421475e-05,0.9494428182129638,False,True,robust_z_score,True,knn,7,0.0007255765750128705,eigen,0.5119206492019948,l2,10,8.1248212500641e-05,7,2,36,2,4,52,0.9582286406393805,True,RandomUnderSampling,False,11,1,10,majority,0.4510906937118579,0.0067726257339796704,0.49676846261535346,squared_hinge,l2,43954.87686251736,rbf,0.9248229734738862,3.9319251437046816,0.0020210237622851268,False,True,MannWhitneyU,0.12752083674949435,False,False,SVM,False,True,False,True,True,100000,False,True,False,True,3636737000,True,False,True,True,True,True,False,False,False,True,False,False,True,PREDICT,True,False,3640
23,1,0.5483572261651406,0.0015604071269996436,0.21794631378511575,False,True,robust_z_score,True,mean,5,0.005292593129134653,svd,0.8308515686287192,l2,100,0.10497309766976132,7,4,97,2,4,49,0.9482004694736657,False,RandomOverSampling,False,5,1,12,not majority,0.4462978366530008,0.4989162012966521,0.3206187451911858,modified_huber,none,47.38778264516311,poly,0.042615604611838886,1.1213965667022625,0.0024780833752872274,False,True,MannWhitneyU,0.13966158470247012,False,False,QDA,False,False,False,True,False,100000,True,True,False,False,721440576,True,False,False,False,True,False,True,True,False,False,True,True,True,PyRadiomics,False,False,595
23,2,0.2945510560640917,0.09258004731552463,0.4246920369887912,False,True,robust_z_score,True,median,5,0.311470830097083,eigen,0.5132438059306875,l2,100,0.06279591282998837,7,3,46,1,5,29,0.8647288659107477,False,NeighbourhoodCleaningRule,False,12,1,6,not majority,0.6547789688016357,0.007820108885784367,0.1854574623809676,modified_huber,l1,1.875042032402584,poly,0.21215914793360657,5.698085449960951,0.005116390403912325,False,True,MannWhitneyU,0.001375088667894598,False,False,GaussianNB,False,False,False,True,True,100000,True,True,False,False,4176588439,True,False,True,False,True,False,False,True,False,True,False,True,False,PyRadiomics,False,True,20310
23,3,0.0709965839323834,0.02203666010771544,0.373623238359461,False,True,robust_z_score,True,mean,5,0.7340069768084426,eigen,0.6925963869681561,l2,95variance,0.2256989641975442,7,4,26,3,3,35,0.8216762227003833,False,SMOTETomek,False,13,1,10,not minority,0.6870702517534855,0.06283641848599188,0.3000099855614924,hinge,none,576099.711656053,rbf,0.5862797976086688,2.560402779886439,0.8248644170992404,False,True,MannWhitneyU,0.0032848390925323875,False,False,QDA,False,True,False,True,False,100000,True,True,False,False,3188875691,True,False,False,False,False,False,True,False,False,False,False,False,False,All,True,False,12840
23,4,0.9335179318599307,0.0003567132560285307,0.31828956676292275,False,True,robust_z_score,True,constant,5,0.0004544718881574392,svd,0.22017660975710118,l2,95variance,0.10464453835118859,7,4,94,3,4,39,0.9412917353978206,False,NeighbourhoodCleaningRule,False,6,1,13,auto,0.34458297912503877,3.326041941140239e-05,0.44248705732124394,modified_huber,l1,33.409599368878,rbf,0.6882085061712161,3.0226390251518698,0.09003093207387237,False,True,MannWhitneyU,0.001092458413628951,False,False,RF,False,False,True,True,True,100000,True,True,False,False,2926463211,False,False,True,False,False,False,False,False,True,False,True,False,False,PREDICT,False,True,12265
23,5,0.5303087384490508,0.0001560726695031002,0.03154728231370285,False,True,robust_z_score,True,mean,8,0.00010512874916782854,lsqr,0.6382936161947755,l2,10,0.00043613653186940594,7,4,19,2,2,51,0.8574898366713247,True,SMOTETomek,False,6,1,13,all,0.5056222019232288,2.2368876538188847e-05,0.5428830523320787,modified_huber,none,58173.75696484855,linear,0.3605449565538198,5.153328247946529,1.0865739651616165e-05,False,True,MannWhitneyU,0.00935249421852442,False,False,QDA,False,False,False,False,True,100000,True,True,False,False,251312259,True,False,False,True,True,False,True,True,False,True,False,False,False,PREDICT,True,True,20710
23,6,0.8157542083486505,0.5484853992260312,0.19893275744161354,False,True,robust_z_score,True,constant,6,0.7031387160354925,eigen,0.38466313023685506,l2,10,0.942968056178001,6,3,36,1,2,20,0.9446671484747374,True,RandomOverSampling,False,16,1,11,majority,0.5992189969663719,1.50326036001953e-05,0.9233206057216506,squared_hinge,l2,32947.29446156474,rbf,0.7903431442817304,6.157682330165898,0.00018088536635018596,False,True,MannWhitneyU,0.014329100950956969,False,False,SVM,False,True,True,False,True,100000,False,True,False,False,4146731012,True,False,True,False,False,True,True,True,True,False,True,False,False,PREDICT,True,False,20825
23,7,0.29800792451892844,0.0005717780954823754,0.5066672216959114,False,True,robust_z_score,True,knn,7,2.523856344422276e-05,lsqr,0.4531522170256279,l2,10,0.003362942179256737,5,3,12,3,3,23,0.8241086500587571,True,SMOTEENN,False,17,1,7,majority,0.5429029009776016,0.00016771586544896445,0.5276037503339167,squared_hinge,l1,52.08690240810455,rbf,0.6294459572933736,1.1103489425384672,0.010609545876546864,False,True,MannWhitneyU,0.0609873999766138,False,False,QDA,False,False,False,True,False,100000,False,True,False,False,3107494985,True,False,False,False,False,True,False,True,True,True,False,False,True,All,False,True,7640
23,8,0.8533789535324293,8.406278120702655e-05,0.20862107529527296,False,True,robust_z_score,True,mean,5,0.004514249708395525,svd,0.9347240651455231,l2,50,0.027811742499846696,9,2,25,2,2,57,0.9283642026540531,False,NearMiss,False,6,1,8,majority,0.7229671310561756,0.1421422552172033,0.7255249476402379,squared_hinge,l1,268695.15921288205,linear,0.7267266501604412,4.73155671227512,2.062295516384297e-05,False,True,MannWhitneyU,0.005108777190265335,False,False,SVM,False,True,True,False,True,100000,True,True,False,True,1477484700,True,False,True,True,False,False,False,True,False,False,True,True,True,PREDICT,True,True,22315
23,9,0.9737701971887675,0.10518766787082852,0.14450223441668775,False,True,robust_z_score,True,knn,6,6.757989429825807e-05,lsqr,0.08400457901128953,l2,50,0.06994390468742227,8,3,72,1,2,56,0.7711518516139905,False,SMOTE,True,16,1,10,all,0.6676240522995235,0.06491437494468753,0.0762400890932422,squared_hinge,l1,353.29854597097983,linear,0.1795278620761318,6.652046819534667,0.010097652796235762,False,True,MannWhitneyU,0.04997516381565719,False,False,LR,False,False,False,False,False,100000,False,True,False,False,3570219594,False,False,False,False,False,True,True,True,False,True,False,False,False,PyRadiomics,True,False,2320
23,10,0.03268200637933638,1.7302294164226213e-05,0.6927092782716704,False,True,robust_z_score,True,knn,5,0.0022290581571738416,svd,0.07049365703625941,l2,50,0.04694650063926932,9,2,91,3,4,28,0.8046656420136409,False,RandomUnderSampling,False,7,1,12,auto,0.5434694129852173,7.954602292988243e-05,0.8043369424123765,hinge,l1,1.7954188434768656,rbf,0.027436550106400892,5.117940256170401,0.022496117967471467,False,True,MannWhitneyU,0.06799220156980987,False,False,GaussianNB,False,False,False,False,True,100000,True,True,False,True,2960956741,True,False,False,False,False,False,True,True,False,True,False,False,True,PyRadiomics,True,True,11700
23,11,0.4828770115154165,0.5186785622047073,0.08706246873356271,False,True,robust_z_score,True,mean,9,1.1605768197093622e-05,lsqr,0.30651534872259556,l2,50,0.5303407619176589,6,2,43,3,2,11,0.8596396760646796,False,SMOTEENN,False,14,1,10,all,0.3173462038857492,0.0015477144474549444,0.06648373367403371,squared_hinge,l2,4.9438809051461865,rbf,0.477227338418893,6.224956107936979,1.935376395413019e-05,False,True,MannWhitneyU,0.18575742992915575,False,False,RF,False,False,True,True,True,100000,True,True,False,True,414045983,False,False,True,True,True,False,False,True,True,True,True,False,False,PyRadiomics,False,True,18300
23,12,0.8834288961302682,0.0067038356268895,0.037530700200740785,False,True,robust_z_score,True,constant,8,0.3629950574878927,lsqr,0.06202836357323004,l2,50,0.010999767402925915,5,3,82,2,3,33,0.7942882712945587,False,NearMiss,False,12,1,13,auto,0.705882993162927,2.6145821122445423e-05,0.03312283635802571,hinge,none,9.05222778377037,poly,0.6080245911153,2.516342029991366,0.0011732270602729492,False,True,MannWhitneyU,0.12094929742393512,False,False,SVM,False,True,True,False,True,100000,False,True,False,False,1948316889,False,False,True,False,False,True,False,False,True,False,True,True,False,PREDICT,True,True,8230
23,13,0.1516234621196939,0.0006869478408471001,0.6877228328490017,False,True,robust_z_score,True,knn,9,0.004621422107670565,lsqr,0.9884040477900966,l2,10,0.007130248475746646,8,3,34,3,2,19,0.9535355452693753,False,SMOTEENN,False,7,1,11,majority,0.463221132187625,0.030515990497448867,0.3075662079510342,squared_hinge,none,43333.54973694243,rbf,0.9625519740585667,6.181031580109033,0.008519544843180954,False,True,MannWhitneyU,0.0026219504218542833,False,False,LR,False,True,True,False,True,100000,False,True,False,True,3946043978,False,False,True,True,True,True,True,False,False,True,True,True,True,PyRadiomics,True,False,24135
23,14,0.6057414088211389,0.00014846065668458144,0.12774519127786532,False,True,robust_z_score,True,mean,7,1.268410573922498e-05,svd,0.900016701761848,l2,10,1.3226641908702252e-05,9,3,91,2,2,58,0.8240027683617661,False,RandomOverSampling,False,17,1,11,not minority,0.3181346703921766,0.010424382040056626,0.9119095172504936,hinge,l1,97.14123359735012,poly,0.3169091372781422,3.01451788153985,0.000164120922226022,False,True,MannWhitneyU,0.09138364302205888,False,True,GaussianNB,False,True,False,False,False,100000,False,True,False,True,249346745,True,False,True,False,False,False,True,False,False,False,False,True,True,All,False,True,3730
23,15,0.8098111148682114,0.17290924337547214,0.9340958870065011,False,True,robust_z_score,True,constant,7,0.01086225688456056,svd,0.2348838882514468,l2,10,0.0036559484056827626,6,2,98,1,4,31,0.8235577307309615,False,ADASYN,True,5,1,6,not minority,0.6146707602449648,1.9895455380110456e-05,0.19601009347338216,modified_huber,l2,17525.884836752684,rbf,0.24223967677935943,6.769013834214428,6.771184025876092e-05,False,True,MannWhitneyU,0.001621115015135755,False,False,LR,False,False,False,True,False,100000,True,True,False,False,3017664401,True,False,True,True,False,False,False,False,True,False,False,True,False,All,False,False,23315
23,16,0.3833874491886986,0.2931075683600773,0.589036008688168,False,True,robust_z_score,True,constant,5,0.0001018617938543489,svd,0.11466732430293856,l2,10,1.9929157100688004e-05,8,4,17,1,5,22,0.7798067955219561,False,RandomOverSampling,True,12,1,13,all,0.5792274571499794,0.10632517505246669,0.4301144904753882,modified_huber,l1,31337.63195913105,poly,0.21395170331781133,5.408747920309604,6.257715422656135e-05,False,True,MannWhitneyU,0.003460535848734112,False,False,SVM,False,False,True,True,False,100000,True,True,False,True,2692892613,False,False,True,False,True,True,False,True,False,False,False,False,False,PyRadiomics,True,True,6030
23,17,0.42802892845950014,0.00036299184746034247,0.5820858704254598,False,True,robust_z_score,True,mean,8,0.005902812661547105,eigen,0.9331387932107358,l2,95variance,0.00011331443838015217,7,2,91,2,3,45,0.92723790417747,True,RandomUnderSampling,False,19,1,6,majority,0.42952978731903524,0.00022093651469052284,0.11121935370263192,hinge,l2,65.79023341685246,rbf,0.7729435864352878,4.8022756238931175,0.0003823788144244881,False,True,MannWhitneyU,0.007502451456412843,False,False,SVM,False,False,True,False,False,100000,False,True,False,False,2483927949,False,False,False,False,True,True,False,False,False,False,True,False,False,PyRadiomics,True,False,10620
23,18,0.745184846640322,2.1128590387046774e-05,0.22428693597796112,False,True,robust_z_score,True,most_frequent,9,0.00013548493358693338,lsqr,0.6162229039303405,l2,10,0.06628142192214605,6,3,83,1,3,31,0.8247387842815459,False,NearMiss,True,10,1,6,auto,0.5621866981013414,0.0008140204745452877,0.09554508182802635,squared_hinge,none,188179.74878403815,linear,0.4787001189522535,5.031974873792629,1.279837958008016e-05,False,True,MannWhitneyU,0.03298144028632491,False,False,GaussianNB,False,False,False,False,True,100000,False,True,False,False,3127131020,False,False,False,False,True,False,False,True,True,False,False,True,False,PREDICT,True,True,20370
23,19,0.8649555897046389,0.007416059007470218,0.6264284392160393,False,True,robust_z_score,True,constant,7,0.1569646636587151,svd,0.3916185070090915,l2,50,0.0003420447371402844,9,4,70,3,4,45,0.9967541868117861,True,BorderlineSMOTE,False,5,1,13,not minority,0.5991521487663016,0.00022793040288145267,0.7498180492809178,hinge,none,122.20738139626577,poly,0.2775217936488579,3.9992135373045374,0.0010335556125990017,False,True,MannWhitneyU,0.0014793541372254448,False,True,GaussianNB,False,False,False,False,True,100000,True,True,False,True,608803775,False,False,True,False,False,False,False,False,False,True,True,False,False,All,False,False,3385
23,20,0.17772329285392918,0.004871722364453219,0.2655514291292548,False,True,robust_z_score,True,constant,5,3.215499615478041e-05,lsqr,0.8741094104101743,l2,50,0.009662533903097788,8,4,40,2,2,57,0.8467534644866688,False,SMOTETomek,False,6,1,8,all,0.3895968397406442,0.001502016332007457,0.04480576668779923,hinge,l2,208989.88997955967,linear,0.5357891949732069,1.3195137749018426,0.006961539891455145,False,True,MannWhitneyU,0.1240347827492712,False,False,SVM,False,False,True,True,False,100000,True,True,False,False,3641673023,False,False,True,True,False,False,False,False,False,True,False,True,False,All,False,True,14275
23,21,0.3476690982738039,0.022038340824092728,0.5728308414496475,False,True,robust_z_score,True,knn,9,3.593229647646885e-05,eigen,0.8579017590853016,l2,50,0.0015802661377283713,7,4,89,3,5,50,0.792202016694423,True,SMOTE,False,13,1,13,majority,0.41942677578997817,0.03674525515240264,0.1621937338724584,modified_huber,none,18365.63855704895,poly,0.08874319652437268,6.340360178086636,0.0032488172973587355,False,True,MannWhitneyU,0.1947374928794552,False,False,LR,False,False,True,True,True,100000,False,True,False,False,1577224396,True,False,True,True,False,False,False,True,False,True,True,False,True,PREDICT,True,False,10460
23,22,0.628274545473799,0.3915591395414194,0.5674739261086749,False,True,robust_z_score,True,most_frequent,6,0.6015690329581104,svd,0.47584393899435073,l2,100,0.03204595185941816,9,3,43,2,5,53,0.9378824234134496,False,SMOTE,False,16,1,12,auto,0.522302952830572,0.00010700308643478558,0.2898766069663685,squared_hinge,l1,2.767179111817802,poly,0.49985137185417705,4.832592606862477,0.0053011102540328715,False,True,MannWhitneyU,0.0012409926879669313,False,True,GaussianNB,False,True,True,False,True,100000,True,True,False,False,358889301,True,False,True,False,True,False,True,False,False,False,True,False,False,PREDICT,True,False,13135
23,23,0.15567599381307462,1.0180812864694904e-05,0.3142958901792179,False,True,robust_z_score,True,constant,6,0.34551730435968186,eigen,0.056284823371757435,l2,100,0.019369973203595094,9,3,20,3,3,44,0.7872450348170934,False,ADASYN,True,18,1,12,not minority,0.5481862991914918,0.15821340059114353,0.8936788390924805,hinge,none,48619.58645583504,linear,0.4744283426218394,1.4769135359178953,0.0002540118412689849,False,True,MannWhitneyU,0.0020712498822138877,False,False,LR,False,False,False,True,True,100000,True,True,False,True,3923609349,False,False,False,True,False,True,False,True,False,True,True,False,False,PREDICT,True,False,3845
23,24,0.3943577239439273,0.0028514519736680026,0.7289892866833357,False,True,robust_z_score,True,constant,8,0.23852449757594757,eigen,0.5058917821202368,l2,100,0.2542729332490049,6,4,92,2,2,57,0.86198783806813,False,SMOTETomek,False,8,1,9,majority,0.6069815132114587,0.05810449155486876,0.30262544752889076,hinge,none,309584.961551347,linear,0.8770154168954696,2.2091303376858873,0.0010860035753133422,False,True,MannWhitneyU,0.024698240912760974,False,False,LDA,False,False,False,False,False,100000,False,True,False,False,388766144,True,False,True,False,False,True,True,False,False,False,False,False,True,PyRadiomics,True,True,10295
23,25,0.3478347717832948,3.0035468228139003e-05,0.5969859569657204,False,True,robust_z_score,True,most_frequent,6,0.012046477423560993,svd,0.09914856197176956,l2,10,0.004558486745650781,9,2,79,3,3,10,0.9304756539830538,False,RandomUnderSampling,False,13,1,8,not minority,0.5079309033108504,0.002368472237481774,0.04400431933419069,modified_huber,l1,28.771245711155505,rbf,0.39774311784746896,4.311957001535786,0.00020524271865069186,False,True,MannWhitneyU,0.08986359679046327,False,False,GaussianNB,False,False,False,False,True,100000,True,True,False,True,1311071498,True,False,True,False,False,False,False,True,False,False,False,True,False,All,True,True,22620
23,26,0.046939423816599546,0.16225199556044892,0.5440510804122674,False,True,robust_z_score,True,most_frequent,6,0.00015821878367699608,eigen,0.9067038032264292,l2,10,8.130683310586995e-05,6,4,22,3,2,15,0.8806222808716412,False,NeighbourhoodCleaningRule,False,9,1,14,not minority,0.31434088848358244,0.050454393485677713,0.9655586095349774,squared_hinge,l2,24511.54257152425,poly,0.4368429782130837,1.3168023331888192,3.0094050373168947e-05,False,True,MannWhitneyU,0.01359323095773057,False,False,LR,False,False,True,False,False,100000,False,True,False,False,4090526051,False,False,False,False,True,False,False,False,False,True,False,True,False,All,False,True,8605
23,27,0.19562146781785805,6.25189851349602e-05,0.7916932457844721,False,True,robust_z_score,True,mean,6,0.03966378386279893,svd,0.17894212410255184,l2,95variance,0.0015605890710056415,9,4,86,3,4,49,0.8180767472610952,False,ADASYN,True,15,1,11,auto,0.2592563879167346,0.0002432260564620081,0.5350074696382968,squared_hinge,l1,102542.85568263372,linear,0.7507305337116933,6.086746792467292,0.002718292523835619,False,True,MannWhitneyU,0.03704080859299661,False,False,SVM,False,False,True,True,True,100000,True,True,False,True,2630952395,False,False,True,True,True,True,True,False,False,False,True,False,True,PREDICT,True,False,23125
23,28,0.38347447915274346,0.07280738424700257,0.4653161693292285,False,True,robust_z_score,True,knn,6,0.31256314511907124,svd,0.3668679355414788,l2,95variance,0.002018845751719506,9,2,71,3,5,42,0.9955793375249083,False,NeighbourhoodCleaningRule,False,9,1,11,all,0.46964285045047865,0.001089844463497555,0.7674818213559816,hinge,none,133.65550781858235,linear,0.7648568978224628,2.9892791275176855,0.06684140733626856,False,True,MannWhitneyU,0.1784616752667344,False,True,LR,False,True,True,False,True,100000,True,True,False,False,3482702684,True,False,True,False,False,True,False,False,True,False,True,True,False,PREDICT,False,True,17935
23,29,0.7263169438613971,0.1898539018650263,0.18773423388987276,False,True,robust_z_score,True,constant,9,0.005605941696136357,lsqr,0.1846677190536652,l2,95variance,0.3104596227310548,7,4,40,1,5,32,0.8105118662994149,False,BorderlineSMOTE,False,5,1,5,auto,0.7164976280486063,0.00017335271939424032,0.9895494875458958,squared_hinge,l2,99024.95490849743,rbf,0.9131704285804791,5.780792960652279,0.004352516079204163,False,True,MannWhitneyU,0.01285444964043298,False,False,LDA,False,False,True,False,True,100000,True,True,False,False,3684871843,True,False,True,False,False,False,False,True,False,False,True,False,False,PyRadiomics,True,True,11035
23,30,0.07826385327650764,0.45973882709372527,0.3311169741439972,False,True,robust_z_score,True,most_frequent,6,0.020281978638904158,eigen,0.02474701571683368,l2,95variance,0.1599738977354253,9,4,88,3,5,12,0.930635861755862,False,SMOTETomek,False,13,1,5,auto,0.39484768869766884,0.00018373102164846543,0.35063139569311774,hinge,l1,68.13224659517326,poly,0.8954156759770593,1.686398497813595,0.05533284162733149,False,True,MannWhitneyU,0.004465834297377898,False,False,SVM,False,False,True,True,False,100000,False,True,False,False,1237828691,False,False,True,False,True,False,False,False,True,True,False,False,True,All,False,False,20815
