Iteration,Rank,CNB_alpha,ElasticNet_alpha,ElasticNet_l1_ratio,ImputationMethod,ImputationNeighbours,LDA_shrinkage,LDA_solver,LRC,LR_l1_ratio,LR_solver,PCAType,QDA_reg_param,RFmax_depth,RFmin_samples_split,RFn_estimators,ReliefDistanceP,ReliefNN,ReliefNumFeatures,ReliefSampleSize,Resampling_Method,Resampling_k_neighbors,Resampling_n_neighbors,Resampling_sampling_strategy,Resampling_threshold_cleaning,SGD_alpha,SGD_l1_ratio,SGD_loss,SGD_penalty,SVMC,SVMKernel,SVMcoef0,SVMdegree,SVMgamma,StatisticalTestThreshold,random_seed,Number
1,12,0.5501959439407684,0.0007176188628910243,0.6562915470089168,constant,6,6.252448218266473e-05,eigen,0.8789770890339101,0.7185331644595581,lbfgs,95variance,0.00047156947945799243,8,2,85,2,5,36,0.8260723575094779,SMOTEENN,15,7,majority,0.5262261406739565,0.0011591814382569466,0.2575863148049382,modified_huber,l1,42.340404097203155,rbf,0.5013975492183947,5.1449056842003,0.023830419040142208,0.0030670128445876806,1625287447,1020
1,13,0.3165095177914339,6.663535215498344e-05,0.9565018675524805,most_frequent,5,0.00023818325727931593,lsqr,0.3087668444667099,0.8210532630200561,lbfgs,95variance,0.019820817313749132,7,2,60,3,4,18,0.9291326579773438,RandomUnderSampling,12,7,not minority,0.40192737771348136,0.14066588977512362,0.172734265733398,squared_hinge,l2,134941.4890167524,poly,0.8808411600901007,6.989248920993906,0.03621867244329,0.0015422452886195428,2363534484,1040
1,14,0.2191645179601397,0.08924630269693125,0.06794379140394524,median,6,1.4680032922990679e-05,lsqr,0.013967549648455582,0.006814128902979388,lbfgs,95variance,0.1877199046876855,8,4,37,1,5,53,0.9078738930326217,SMOTE,14,6,not minority,0.49689577787049194,0.2437720215438162,0.7301936507972908,modified_huber,l1,42746.70646687648,poly,0.6758412287464401,1.2952920472840757,0.9624747602833987,0.15081602564561333,2378592058,1065
1,15,0.48505407195333805,0.09970907443040501,0.22320616966423457,constant,7,1.0284421686210203e-05,lsqr,0.7449249905334434,0.21620995832493894,lbfgs,10,0.0005696454341125575,5,3,40,1,4,53,0.8331127367988752,ADASYN,13,12,auto,0.31781188166151314,1.77823113844898e-05,0.6668423811617951,hinge,l1,38.95605099917032,poly,0.5212724537598268,1.0656643300865518,0.0038257050868409793,0.11949068967202617,1151049553,1070
1,16,0.8785482543988662,0.0017505260174122154,0.5260419556459832,knn,7,0.00012636333820097414,svd,0.6421314547210878,0.8785209263953956,saga,50,0.21620046847697044,5,4,68,3,3,53,0.9012429577517851,BorderlineSMOTE,10,10,not minority,0.43149625221175025,0.016637386795425868,0.5307112963236508,squared_hinge,l1,24087.138419240033,poly,0.3882782104912835,5.464366647607507,0.7869713490541609,0.0015758518240888218,1674947210,1075
1,17,0.27788469698468676,0.003695419522248933,0.648017052556863,constant,6,0.6321860131344295,svd,0.6823471556944912,0.2611411805577927,lbfgs,10,0.12829239827616884,9,3,92,2,4,11,0.9273427780629582,ADASYN,5,9,all,0.5634169183659161,0.0004702510994482449,0.7852695105180276,hinge,l2,1.5857148918642185,linear,0.2040137793354847,5.594294018750302,0.00160638930337402,0.013471600324226693,2035587134,1080
1,18,0.7929514979489221,1.1568355057996049e-05,0.4557606815501961,knn,5,0.006439318180594753,lsqr,0.4722077173771315,0.13670375987730699,saga,95variance,0.0025779817244262516,6,2,23,1,2,32,0.791847881630129,NeighbourhoodCleaningRule,9,12,majority,0.6598196739127409,0.11026176496906,0.606193962326652,squared_hinge,l2,181.53958454707177,rbf,0.8561334231654885,6.778616145015855,1.850452551912535e-05,0.04612282496991023,630091121,1145
1,19,0.30759764387368405,0.0078075775901632885,0.773388281141694,knn,6,2.0991384656953895e-05,lsqr,0.9172326291656591,0.05009002280055763,lbfgs,95variance,0.00018954408220800488,5,2,95,2,3,40,0.9175369669572992,RandomUnderSampling,19,6,not majority,0.7065069380571193,0.00015476994985383068,0.8477814671414238,squared_hinge,none,4.916437826508191,linear,0.448503946488097,3.375459560842942,0.06952639914645617,0.0019854925591112783,4018298618,1165
1,20,0.6533395819941921,0.0007675595971732356,0.298156775867492,most_frequent,6,0.005911464900674797,eigen,0.33287384621392035,0.428141077521071,saga,50,0.00041235556907385547,5,2,79,1,5,30,0.923211199181299,RandomOverSampling,5,12,not majority,0.6384719058886796,0.14344487744385073,0.8713628035338894,modified_huber,none,915729.6077722885,rbf,0.574681429933827,2.5083640558362137,0.0007428584919440298,0.020060300567200567,825150276,1170
1,21,0.6765220036307344,0.061314579921148346,0.8338560022240576,knn,8,0.00801295893288234,eigen,0.5639550407730296,0.7756448609183809,saga,50,0.005179498495760271,5,2,37,1,3,54,0.9285429493782115,ADASYN,13,12,majority,0.2809014814341645,0.019535907552358074,0.11132594308423949,modified_huber,none,8.371237253813451,linear,0.922228115333671,4.415675276072449,0.6380691056077284,0.006589181491222068,663067275,1195
1,22,0.3700204543873492,0.0034527628890051072,0.49853777184672077,most_frequent,7,0.001235034452815451,lsqr,0.6542845149913401,0.7158964359045776,saga,95variance,0.0061924132484046926,5,4,15,1,4,53,0.8594499197433357,SMOTEENN,8,11,auto,0.32268249795917786,0.5811264861056739,0.33167876176708666,modified_huber,none,1.0949469134455532,rbf,0.9156883326160488,3.275427832501192,0.7915069007871183,0.001009794394502698,296057672,1200
1,23,0.6702671916627666,0.12389159864856693,0.07071974686122406,knn,6,0.21799122227572393,svd,0.6381681267484355,0.6167195217373446,saga,100,0.7745387006426239,9,4,34,1,4,59,0.8663132557844825,NearMiss,12,7,not majority,0.6698857773484761,0.0751309022514298,0.6771584777448512,hinge,none,115.98370795668221,poly,0.47954886260649665,3.824887860081401,0.002074368564056143,0.005663115623705146,3395390203,1210
1,24,0.8592116862696162,0.013667436467101859,0.8567322716287862,mean,5,0.2836804400977602,svd,0.38874503777241765,0.3454629548247695,saga,10,0.41952658720734215,8,4,69,3,4,13,0.9746048184455116,SMOTE,9,11,not minority,0.41087733027827955,0.016879843286936667,0.6324968503358562,hinge,l2,252707.88189540373,linear,0.7730482422869264,3.8349185174727127,0.0043943443894204,0.010917926717821243,1374426687,1270
1,25,0.6180479739590345,2.9300570524738388e-05,0.3087089873202723,constant,6,0.14516073681182315,svd,0.21052683441816133,0.038047495896310624,lbfgs,95variance,0.0002782762873950466,8,2,46,1,3,55,0.850960950472176,NearMiss,19,3,not majority,0.5190513341393366,0.0003727802481869358,0.13408195423076907,squared_hinge,l1,1.0233739427396384,linear,0.5986732799585114,5.187183898614868,0.0031673523318120557,0.09270667167554739,798490337,1285
1,26,0.4985276113072993,1.841819436292448e-05,0.31025750824204845,most_frequent,9,0.000174698074777095,lsqr,0.8997350405411924,0.36384031445517695,saga,100,9.9020893035713e-05,6,4,30,2,2,51,0.7949957214842238,BorderlineSMOTE,17,8,auto,0.6460400654449721,6.379702137969292e-05,0.006790620796018443,modified_huber,l2,47.79946547007379,linear,0.9253917783421397,3.512203036286889,4.1845490053328466e-05,0.04493045234125469,1098313344,1310
1,27,0.6974468375418333,0.06226525430507435,0.6523118430883041,constant,8,0.13388680476126064,svd,0.5935481929211457,0.220895476048929,lbfgs,10,0.02141764422201671,8,4,16,2,4,31,0.975104561065444,RandomUnderSampling,14,7,not minority,0.5535263619723734,0.0004060478232713228,0.7396709714997226,modified_huber,none,1295.642807690747,linear,0.45996802526435354,5.638845464805927,2.252187403603958e-05,0.001056332487644549,937092177,1335
1,28,0.373113296705298,0.05170895907698628,0.32663198366783697,constant,5,0.0051699266807741185,svd,0.9609848841731605,0.711347014945099,lbfgs,95variance,0.00043199834484719134,8,2,18,2,5,50,0.9315770431480186,RandomOverSampling,16,7,majority,0.44004567672104733,0.230827531335667,0.8623933521996336,squared_hinge,l2,650.1392594722745,rbf,0.4168565443684529,1.1631151454755844,8.277460167281471e-05,0.028959270412099586,3111784885,1350
1,29,0.11862801605899842,0.09252515200255255,0.9652031859399598,constant,7,0.003749202545232531,eigen,0.1455066163760479,0.5827264254155001,saga,10,0.2985072869864422,6,3,37,2,3,11,0.9107267630066349,SMOTETomek,17,6,majority,0.4782379898894814,0.1902098656463406,0.1897996539465726,modified_huber,l1,146.05906466019428,poly,0.5493487125425595,1.8911021365968639,0.3379817762205381,0.13037517936687407,119907175,1365
1,30,0.7556221992051737,1.598323821088239e-05,0.29070845650295596,median,8,0.011482130313237672,lsqr,0.5645660498431823,0.007487043541014815,lbfgs,95variance,1.750603009782787e-05,7,3,56,2,3,36,0.7731337449402427,BorderlineSMOTE,6,3,auto,0.2619743740146523,0.009581214759580592,0.9186011914643113,modified_huber,l2,1046.680922182924,poly,0.27164527651391535,2.2338248027036536,0.0005961107476893802,0.025439804829548527,2647355360,1400
1,31,0.7582249850600409,0.0005025516279388897,0.7384199143014339,mean,6,0.0015455918062935521,lsqr,0.41292028654425206,0.3433690960527287,lbfgs,100,6.367492314636321e-05,5,3,41,2,5,15,0.8391030005012013,SMOTE,16,9,not majority,0.49792273851032653,0.4432651033386481,0.8936311848144403,modified_huber,l1,17.18938605216788,linear,0.793018373419577,2.2855046128350756,0.00035778486186345754,0.0016945756784368187,561664851,1410
1,32,0.8035017055491689,0.001586386182837008,0.007493200515730325,mean,9,0.06426599933809475,svd,0.6837037525188163,0.4125920574430899,lbfgs,50,0.0009188698570875541,9,2,83,3,5,28,0.9159514409856349,SMOTEENN,14,6,auto,0.3621121757489669,0.010665378261043775,0.6656480324729004,squared_hinge,l1,98336.80927313569,linear,0.10868945878754988,4.918574379047269,0.4215225659661389,0.01889964296274686,2304315445,1420
1,33,0.7781198607332389,4.970919751943912e-05,0.008649563022943396,constant,7,0.012996045218996775,lsqr,0.8643767207898008,0.7116009202594314,saga,100,0.3305887148040714,7,4,49,2,5,29,0.849601500536515,BorderlineSMOTE,11,10,majority,0.7025283035445784,1.0922991805221233e-05,0.6596145715005327,squared_hinge,l2,28566.659467583624,linear,0.8327952230364987,3.6757564708653385,0.017803134275910466,0.04507166416066339,1739547859,1450
1,34,0.7213538419766987,0.0009617655133223148,0.6421333336865996,mean,7,0.004200342967143804,svd,0.7565424771525486,0.3925165151130616,saga,95variance,0.000116889519082496,6,2,51,2,5,56,0.9117526604360623,SMOTETomek,17,4,not majority,0.38001606941196175,0.025305875681043824,0.16235230904368636,hinge,none,73060.37589019879,poly,0.7834995996389498,5.0655783387986455,0.09318482082253779,0.13000777531480254,4129973827,1480
1,35,0.24229562261684923,0.014853816077094488,0.27652595533810687,most_frequent,5,8.047171598075152e-05,eigen,0.8440538463577834,0.5247117855604023,lbfgs,50,0.47677931783110283,6,4,92,3,3,29,0.7854305612960472,SMOTE,9,13,not minority,0.47366530485026187,0.006011646016780965,0.2836470975739287,modified_huber,l1,65150.17584967357,rbf,0.8587877487754071,1.9496647839720682,0.00028735198400682164,0.0010530750976917391,2339718364,1485
1,36,0.7569780111216763,0.0005192300277821564,0.3400882116704459,median,8,1.3330961955151878e-05,svd,0.4439029214464937,0.7712805937386458,saga,95variance,0.005335071982478554,6,4,88,2,5,35,0.8982105950437724,NeighbourhoodCleaningRule,8,8,not majority,0.31913752324979655,0.028715674557211735,0.742531230018709,squared_hinge,none,51.55538307769734,rbf,0.5833444068486793,5.449057849498216,0.3222976509124803,0.0046979407097237375,1089612798,1600
1,37,0.9417647951076218,0.011567995135956353,0.0558857058749489,median,5,5.908566238498176e-05,lsqr,0.5472429628460078,0.6751715826404578,saga,50,0.9433786186399915,7,3,59,3,2,50,0.8397582876183826,SMOTEENN,15,6,majority,0.26036815779561,0.00016648406684618226,0.34160885065326796,squared_hinge,l2,374704.2557930781,linear,0.751096506991671,6.625704380030424,0.005508572130648746,0.19399571949413447,777884451,1625
1,38,0.9800240710895691,0.01666253667460558,0.8035861553857531,median,7,0.0062218696790135326,lsqr,0.5058964558264049,0.2496654376624322,saga,50,0.4513047504009971,5,3,21,3,2,18,0.9884793825162976,NeighbourhoodCleaningRule,5,3,majority,0.6632664640233448,0.0014844058432841813,0.1938817158916265,hinge,l2,121658.25837127195,rbf,0.7029010409028013,3.014982565726862,0.9010421667058042,0.0018250741398459728,4230597436,1635
1,39,0.6266127792073849,0.00019162623372832567,0.7906922849344793,median,7,0.00633015348276657,lsqr,0.463210455180879,0.10946137060680583,lbfgs,10,4.1239719542105555e-05,6,4,21,3,5,42,0.9743334724319774,NearMiss,9,3,all,0.5895190841610864,0.008982660890754881,0.37944388261465456,squared_hinge,none,1.4410679434313027,linear,0.43715591272146526,2.923201705872936,0.03167272769652968,0.026813602780671377,432355601,1650
1,40,0.03335633125529425,0.049156051577408454,0.6996274796654796,constant,7,0.0006855525999883333,svd,0.5897114480281006,0.16178425367931826,lbfgs,10,0.001512892676488275,7,4,49,3,4,45,0.9432258838198048,SMOTE,7,11,not majority,0.5261886115564994,0.19856729546293886,0.42623432734961364,hinge,none,2580.3668481300533,linear,0.4037491206281336,4.946622473744784,0.0002911875553412751,0.030882968188801263,2399385379,1655
1,41,0.5745978268307806,0.02798857955608692,0.40213069075153984,median,8,0.002394983692629239,eigen,0.5956209565937435,0.7337960153281271,saga,95variance,2.4123586590160793e-05,7,4,90,1,3,14,0.8071996530369316,SMOTE,6,3,all,0.6750119767885929,0.06620074252808397,0.6151179675516592,squared_hinge,none,95.20904540110607,rbf,0.13672894050519124,1.6194469434121446,0.0533234306953813,0.008289207108154588,3180443685,1670
1,42,0.2680184889517704,1.9266847941921513e-05,0.9570776997099304,median,7,9.897773282346154e-05,eigen,0.5678179155405324,0.515400300429731,lbfgs,10,5.486589769883879e-05,8,4,34,2,2,45,0.9540754563718163,RandomUnderSampling,9,6,not majority,0.5477722183736012,7.091387368333704e-05,0.9190092953554923,hinge,l2,218826.52998750567,poly,0.2854120368735037,1.62763023812752,0.00013889027644578404,0.23885811275477203,2652981020,1675
1,43,0.3416856877336585,0.0021166313687937446,0.44073510864203325,median,9,0.003351172474071663,svd,0.7708518228609177,0.19404708839080642,lbfgs,100,0.9498620559668043,8,3,71,1,3,30,0.837616463414466,NearMiss,11,13,not minority,0.7190703735680792,0.0002761976577455722,0.691720627053189,modified_huber,l1,270489.99806634086,rbf,0.13450226493804673,6.882838011957291,0.0004829941603688288,0.07918279858497398,4229309878,1705
1,44,0.5005230573756788,3.112003525711339e-05,0.23653885386098927,mean,7,0.1193712669163491,lsqr,0.47469777086162823,0.7945901479376571,saga,50,0.002525346461927113,8,3,96,3,5,54,0.8910542128860905,SMOTEENN,8,13,all,0.30868354629215744,0.3035749716461388,0.026039219488004917,hinge,l1,219560.2623972082,poly,0.6672804192810151,2.075635060166337,0.054980535542765836,0.0026248017783407364,3570182053,1725
1,45,0.7054493403341358,0.6045616838852473,0.4415119182938252,mean,8,0.6175444121667956,lsqr,0.8414200843523739,0.8343928462742407,saga,100,2.9757576982928666e-05,8,4,92,1,5,44,0.9891197872375006,BorderlineSMOTE,5,3,not minority,0.6756351506864817,0.00011244924998506717,0.9847072827514833,modified_huber,none,22.48029735750078,poly,0.6944991681063124,6.510438452568409,0.0014841620963306624,0.008852566270739916,3649344587,1730
1,46,0.2759843323812904,0.0001811802396292682,0.789540472407498,knn,9,0.04101311752635484,svd,0.5449368138952405,0.32936873780301645,lbfgs,50,0.1496179278622598,7,2,36,1,2,37,0.8573446428271827,NeighbourhoodCleaningRule,13,5,not majority,0.41043232959315484,0.005317385387848529,0.9725768598493687,hinge,none,2.5882762438594753,rbf,0.46709003007030436,4.01171329537193,0.030039769152329046,0.0013780297721129335,1014718617,1765
1,47,0.2044643858774755,0.0017325063482940563,0.7193184846858923,knn,5,0.0008343460634033294,svd,0.9356876275831217,0.8063305033758283,saga,50,0.49155243375379803,5,3,73,3,3,13,0.93072777766156,NeighbourhoodCleaningRule,5,13,auto,0.34055965493743734,0.021953780464663654,0.5406432803803578,hinge,none,197.7775470013402,linear,0.6466529507606267,4.035630159929371,0.0013092881893446186,0.021064134842064222,2033469405,1780
1,48,0.4223506414962328,0.013664716033416563,0.7630403890431661,constant,6,0.0006100447601431495,lsqr,0.7089173529446103,0.22127179523869867,lbfgs,10,4.048470555824221e-05,7,4,87,3,3,21,0.9966921768764833,SMOTE,14,11,not majority,0.7073320846178237,1.655965445527324e-05,0.037291526469700464,squared_hinge,l2,268.5281771344546,poly,0.1316815099230808,5.785757753756632,0.17667045173752263,0.006041391904337233,1011783940,1800
1,49,0.3302574043785321,0.01015253244228921,0.08491553890611825,knn,6,0.4362646174946857,lsqr,0.9543653494095531,0.6029041186901524,lbfgs,50,0.00043748644383123896,8,4,66,1,5,34,0.8109609362046409,NeighbourhoodCleaningRule,14,13,majority,0.6629061737335947,0.8946276881374601,0.7138660109344143,modified_huber,l1,6.871342820443666,linear,0.07073716936033592,1.737041389385158,0.0005278984417000314,0.04603978243662527,2471986038,1820
1,50,0.8628213159192485,4.411550352921736e-05,0.6581656532440928,knn,7,6.210595317141295e-05,lsqr,0.48837273650145496,0.3809347495068537,lbfgs,50,0.020364217255658304,5,2,67,3,4,37,0.8693317951306124,SMOTETomek,10,3,not minority,0.5337825720610898,2.796965589308584e-05,0.21109884773132814,squared_hinge,none,1.155587624968684,poly,0.9322857925124596,3.3082529170566213,4.681795364138398e-05,0.041139928863207505,3659136250,1835
2,1,0.89285909769659,0.001716507112537576,0.3784096309830447,constant,7,0.03560016288798846,lsqr,0.04887718264008455,0.6507642809586746,saga,10,0.0028381672861300545,7,2,94,3,5,20,0.7662116985130512,SMOTE,8,14,majority,0.3693071871534729,0.11007527736055385,0.6884776335273654,hinge,none,704737.2632678406,poly,0.9401309416497527,1.9106165374784996,0.0001881733360377587,0.004776656342707329,3659365929,670
2,2,0.7105066662856403,4.286366054420297e-05,0.7674204072110927,knn,8,3.806126655725047e-05,lsqr,0.593996932037641,0.25094386152387294,saga,95variance,0.03789756930522953,6,4,54,1,2,47,0.7725002525685061,RandomUnderSampling,9,13,not minority,0.4623116479462744,0.20303602924984465,0.7345176287005166,modified_huber,l2,16.287680946376206,rbf,0.7274862361884321,4.044993365379342,0.00189497453213734,0.0011840998075743246,2835293303,605
2,3,0.8654220588834414,0.002849052657371059,0.12443949683961741,median,9,0.0004412690358259057,svd,0.171249694037783,0.7151606392090533,lbfgs,10,0.12298762173055265,6,2,18,1,4,13,0.9476676345139228,SMOTEENN,6,14,majority,0.7241032253400395,0.0001932834383688494,0.28487399895902343,modified_huber,l2,9279.87900040592,poly,0.626985069418159,2.8269143934115126,5.372505469633189e-05,0.15330025944105255,1558703792,1800
2,4,0.651264072712928,0.004104106828764236,0.8862555387438699,median,8,0.009766277643861784,lsqr,0.43714143666180494,0.6900923909639947,saga,50,2.2097304730203834e-05,8,4,62,2,5,33,0.8609960011763697,NearMiss,18,5,not majority,0.5894374593592809,4.28266489106783e-05,0.6205179519632769,squared_hinge,l2,25055.186994007872,poly,0.7389337834792621,2.6138715452326355,1.348382606165285e-05,0.001266834623970705,3605739065,180
2,5,0.09917044056364654,0.17863407608947351,0.7449398578587397,constant,9,5.902843999038838e-05,svd,0.06468062341250312,0.843575245918665,lbfgs,95variance,1.7308417807820392e-05,5,4,66,3,4,13,0.9246083183980953,SMOTE,11,3,auto,0.49081509854437994,0.48938630492414387,0.47537720144472373,hinge,l2,6548.088331147773,rbf,0.6886328415780941,3.713725845479754,0.058314797016591445,0.004774058145936871,2720175705,1210
2,6,0.5260345863339192,0.003704901773422089,0.21512847032896187,mean,5,0.03134946357369138,lsqr,0.9304588759804009,0.8643214588906649,saga,50,0.04310376074440514,7,4,22,3,5,59,0.9490690453175976,NeighbourhoodCleaningRule,12,9,majority,0.5699567632178859,0.0005077145742439555,0.5307601621419565,squared_hinge,l2,119333.38056444936,rbf,0.6441320896463096,5.172896240402964,0.012910086019056851,0.011528761517852273,1645789524,165
2,7,0.3693107889123417,0.05352112667434236,0.746034584860105,mean,7,0.14665864742282939,lsqr,0.09151670133742905,0.37365650869606415,lbfgs,100,0.024320106748046952,5,2,94,3,3,36,0.988321882384365,NeighbourhoodCleaningRule,14,11,not minority,0.34316215075318585,0.0017563891762185013,0.08362394424469344,squared_hinge,l2,369.2791132242785,rbf,0.5822962128408573,6.144907114704431,0.0012532934647601082,0.0045570868404195735,4215193015,1980
2,8,0.29518213510162206,0.16348817798979892,0.773906607541778,knn,6,0.0007643315843342645,eigen,0.500587737544654,0.9408162919817888,lbfgs,95variance,0.4020988436387338,7,2,81,2,2,40,0.9332735413355224,RandomUnderSampling,17,4,auto,0.45572253474723323,2.0174141935497847e-05,0.5354805343823791,squared_hinge,l1,2746.183641470505,rbf,0.8139785764181259,4.456370235562714,0.00028519523304481714,0.022351416929906713,2443751026,320
2,9,0.16324020260645988,0.2133415061421943,0.9883186934699527,most_frequent,6,3.351609484581582e-05,lsqr,0.9268518281823453,0.5207415855081132,lbfgs,10,0.008887963639638168,6,3,41,1,2,26,0.9188402724314699,SMOTE,8,10,majority,0.684905754076732,0.002532834462288699,0.017045466896006944,modified_huber,l2,1.7142557172372639,linear,0.01974351379218009,1.8204026781731109,0.05514693954114245,0.007376173214589456,4070041396,20
2,10,0.9510468885878915,0.07320700958475568,0.07687187927760408,constant,9,0.000935900342553196,lsqr,0.42612898848248404,0.40331868894707545,saga,50,2.6117334747344923e-05,7,4,15,1,4,13,0.8931385955970913,SMOTETomek,8,4,not minority,0.5654173480650903,0.0015958485636145805,0.2777163397214756,hinge,none,860010.3227013336,rbf,0.13085600470812342,1.5324570626990666,0.5198596443513243,0.005348156065000392,703206861,1085
2,11,0.44811598316880485,0.0028523119216840526,0.11379416924032237,median,8,0.00013949689457951503,eigen,0.3023681362290882,0.7290472061963263,lbfgs,95variance,0.15691365621250677,7,2,62,2,4,24,0.9390321621347989,RandomUnderSampling,19,13,not minority,0.436949518158262,1.1171865087355788e-05,0.5850428890565584,squared_hinge,l2,1.5718133548216178,rbf,0.5196536874381639,2.7676671322326154,0.27449904721941365,0.10379592771622152,1623065777,590
2,12,0.5009891262668408,2.0101820516709074e-05,0.5715456122099799,knn,5,0.008351266897488203,eigen,0.18657955652515545,0.8826074378198212,lbfgs,95variance,0.2513499367084904,7,4,72,1,4,24,0.900226657938499,NeighbourhoodCleaningRule,15,12,auto,0.3676456295408903,0.00023298867153396033,0.3428452726683585,hinge,none,153881.00364937543,poly,0.29021385723930393,1.3597223937703724,0.43865789398221594,0.003658139648676509,758713416,1215
